origin_code,origin_airport,origin_city,origin_state,dest_code,dest_airport,dest_city,dest_state,count
MDW,Chicago Midway International Airport,Chicago,IL,BOI,Boise Airport (Boise Air Terminal),Boise,ID,63
LAS,McCarran International Airport,Las Vegas,NV,HNL,Honolulu International Airport,Honolulu,HI,811
ANC,Ted Stevens Anchorage International Airport,Anchorage,AK,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,393
ROC,Greater Rochester International Airport,Rochester,NY,JFK,John F. Kennedy International Airport (New York International Airport),New York,NY,1102
DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,BTR,Baton Rouge Metropolitan Airport,Baton Rouge,LA,2335
DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,TPA,Tampa International Airport,Tampa,FL,2500
MIA,Miami International Airport,Miami,FL,IAH,George Bush Intercontinental Airport,Houston,TX,2884
MEM,Memphis International Airport,Memphis,TN,DEN,Denver International Airport,Denver,CO,758
DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,FWA,Fort Wayne International Airport,Fort Wayne,IN,649
IAH,George Bush Intercontinental Airport,Houston,TX,DAL,Dallas Love Field,Dallas,TX,481
SAT,San Antonio International Airport,San Antonio,TX,HOU,William P. Hobby Airport,Houston,TX,1285
LGA,LaGuardia Airport (Marine Air Terminal),New York,NY,MYR,Myrtle Beach International Airport,Myrtle Beach,SC,667
ORD,Chicago O'Hare International Airport,Chicago,IL,SLC,Salt Lake City International Airport,Salt Lake City,UT,2600
IAH,George Bush Intercontinental Airport,Houston,TX,TYS,McGhee Tyson Airport,Knoxville,TN,776
MCI,Kansas City International Airport,Kansas City,MO,BNA,Nashville International Airport,Nashville,TN,1100
CMH,Port Columbus International Airport,Columbus,OH,LAX,Los Angeles International Airport,Los Angeles,CA,588
GEG,Spokane International Airport,Spokane,WA,LAX,Los Angeles International Airport,Los Angeles,CA,159
RAP,Rapid City Regional Airport,Rapid City,SD,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,15
SAT,San Antonio International Airport,San Antonio,TX,MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,177
RDU,Raleigh-Durham International Airport,Raleigh,NC,SEA,Seattle-Tacoma International Airport,Seattle,WA,61
PDX,Portland International Airport,Portland,OR,BOI,Boise Airport (Boise Air Terminal),Boise,ID,61
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,IAD,Washington Dulles International Airport,Chantilly,VA,2622
CID,The Eastern Iowa Airport,Cedar Rapids,IA,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,884
BWI,Baltimore-Washington International Airport,Baltimore,MD,DTW,Detroit Metropolitan Airport,Detroit,MI,2418
DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,2574
SNA,John Wayne Airport (Orange County Airport),Santa Ana,CA,MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,915
ISP,Long Island MacArthur Airport,Islip,NY,PBI,Palm Beach International Airport,West Palm Beach,FL,697
BDL,Bradley International Airport,Windsor Locks,CT,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,640
DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,MKE,General Mitchell International Airport,Milwaukee,WI,1011
DTW,Detroit Metropolitan Airport,Detroit,MI,MSY,Louis Armstrong New Orleans International Airport,New Orleans,LA,983
SFO,San Francisco International Airport,San Francisco,CA,BZN,Bozeman Yellowstone International Airport (Gallatin Field Airport),Bozeman,MT,182
CLT,Charlotte Douglas International Airport,Charlotte,NC,MEM,Memphis International Airport,Memphis,TN,690
CLT,Charlotte Douglas International Airport,Charlotte,NC,SEA,Seattle-Tacoma International Airport,Seattle,WA,837
PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,MSY,Louis Armstrong New Orleans International Airport,New Orleans,LA,398
DEN,Denver International Airport,Denver,CO,IDA,Idaho Falls Regional Airport,Idaho Falls,ID,905
DEN,Denver International Airport,Denver,CO,OGG,Kahului Airport,Kahului,HI,173
SAT,San Antonio International Airport,San Antonio,TX,EWR,Newark Liberty International Airport,Newark,NJ,253
IAH,George Bush Intercontinental Airport,Houston,TX,MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,1672
MDW,Chicago Midway International Airport,Chicago,IL,ROC,Greater Rochester International Airport,Rochester,NY,511
MCO,Orlando International Airport,Orlando,FL,BQN,Rafael Hernández Airport,Aguadilla,PR,441
MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,SJU,Luis Muñoz Marín International Airport,San Juan,PR,46
MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,MLI,Quad City International Airport,Moline,IL,58
LAS,McCarran International Airport,Las Vegas,NV,BWI,Baltimore-Washington International Airport,Baltimore,MD,1713
OMA,Eppley Airfield,Omaha,NE,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,1363
SEA,Seattle-Tacoma International Airport,Seattle,WA,OAK,Oakland International Airport,Oakland,CA,3235
OMA,Eppley Airfield,Omaha,NE,DEN,Denver International Airport,Denver,CO,2083
BOS,Gen. Edward Lawrence Logan International Airport,Boston,MA,RIC,Richmond International Airport,Richmond,VA,2297
LAX,Los Angeles International Airport,Los Angeles,CA,AUS,Austin-Bergstrom International Airport,Austin,TX,2614
SFO,San Francisco International Airport,San Francisco,CA,SAN,San Diego International Airport (Lindbergh Field),San Diego,CA,6917
PDX,Portland International Airport,Portland,OR,SNA,John Wayne Airport (Orange County Airport),Santa Ana,CA,1146
ORF,Norfolk International Airport,Norfolk,VA,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,631
BDL,Bradley International Airport,Windsor Locks,CT,DEN,Denver International Airport,Denver,CO,346
MDW,Chicago Midway International Airport,Chicago,IL,OAK,Oakland International Airport,Oakland,CA,995
MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,DSM,Des Moines International Airport,Des Moines,IA,210
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,MGM,Montgomery Regional Airport,Montgomery,AL,2202
FLL,Fort Lauderdale-Hollywood International Airport,Ft. Lauderdale,FL,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,675
CLT,Charlotte Douglas International Airport,Charlotte,NC,JAX,Jacksonville International Airport,Jacksonville,FL,2085
BOS,Gen. Edward Lawrence Logan International Airport,Boston,MA,CHS,Charleston International Airport/Charleston AFB,Charleston,SC,338
BNA,Nashville International Airport,Nashville,TN,MCO,Orlando International Airport,Orlando,FL,1426
LGA,LaGuardia Airport (Marine Air Terminal),New York,NY,MDW,Chicago Midway International Airport,Chicago,IL,2219
IAH,George Bush Intercontinental Airport,Houston,TX,GRR,Gerald R. Ford International Airport,Grand Rapids,MI,322
RSW,Southwest Florida International Airport,Ft. Myers,FL,CAK,Akron-Canton Regional Airport,Akron,OH,198
SMF,Sacramento International Airport,Sacramento,CA,SNA,John Wayne Airport (Orange County Airport),Santa Ana,CA,2118
MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,MSO,Missoula International Airport,Missoula,MT,430
MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,BDL,Bradley International Airport,Windsor Locks,CT,852
CLE,Cleveland Hopkins International Airport,Cleveland,OH,BNA,Nashville International Airport,Nashville,TN,794
AUS,Austin-Bergstrom International Airport,Austin,TX,DTW,Detroit Metropolitan Airport,Detroit,MI,318
RST,Rochester International Airport,Rochester,MN,DTW,Detroit Metropolitan Airport,Detroit,MI,8
ORD,Chicago O'Hare International Airport,Chicago,IL,ACY,Atlantic City International Airport,Atlantic City,NJ,147
SEA,Seattle-Tacoma International Airport,Seattle,WA,MIA,Miami International Airport,Miami,FL,344
PAH,Barkley Regional Airport,Paducah,KY,ORD,Chicago O'Hare International Airport,Chicago,IL,666
PIT,Pittsburgh International Airport,Pittsburgh,PA,MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,546
ORD,Chicago O'Hare International Airport,Chicago,IL,RIC,Richmond International Airport,Richmond,VA,2141
DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,GRK,Killeen-Fort Hood Regional Airport,Killeen,TX,2625
SAV,Savannah/Hilton Head International Airport,Savannah,GA,IAH,George Bush Intercontinental Airport,Houston,TX,446
GTF,Great Falls International Airport,Great Falls,MT,SLC,Salt Lake City International Airport,Salt Lake City,UT,887
MDW,Chicago Midway International Airport,Chicago,IL,DTW,Detroit Metropolitan Airport,Detroit,MI,2815
IAH,George Bush Intercontinental Airport,Houston,TX,SJC,Norman Y. Mineta San José International Airport,San Jose,CA,463
JAX,Jacksonville International Airport,Jacksonville,FL,IAD,Washington Dulles International Airport,Chantilly,VA,13
HOU,William P. Hobby Airport,Houston,TX,DEN,Denver International Airport,Denver,CO,1773
SNA,John Wayne Airport (Orange County Airport),Santa Ana,CA,OAK,Oakland International Airport,Oakland,CA,2485
CLT,Charlotte Douglas International Airport,Charlotte,NC,MCI,Kansas City International Airport,Kansas City,MO,1243
MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,ABR,Aberdeen Regional Airport,Aberdeen,SD,671
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,SGF,Springfield-Branson National Airport,Springfield,MO,1294
ROC,Greater Rochester International Airport,Rochester,NY,MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,123
EWR,Newark Liberty International Airport,Newark,NJ,MSN,Dane County Regional Airport,Madison,WI,326
OGG,Kahului Airport,Kahului,HI,SAN,San Diego International Airport (Lindbergh Field),San Diego,CA,380
HOU,William P. Hobby Airport,Houston,TX,BHM,Birmingham-Shuttlesworth International Airport,Birmingham,AL,610
EWR,Newark Liberty International Airport,Newark,NJ,BDL,Bradley International Airport,Windsor Locks,CT,444
GRR,Gerald R. Ford International Airport,Grand Rapids,MI,CVG,Cincinnati/Northern Kentucky International Airport,Covington,KY,172
AVP,Wilkes-Barre/Scranton International Airport,Wilkes-Barre/Scranton,PA,EWR,Newark Liberty International Airport,Newark,NJ,53
PIT,Pittsburgh International Airport,Pittsburgh,PA,DCA,Ronald Reagan Washington National Airport,Arlington,VA,2
OAK,Oakland International Airport,Oakland,CA,DAL,Dallas Love Field,Dallas,TX,593
HOU,William P. Hobby Airport,Houston,TX,RSW,Southwest Florida International Airport,Ft. Myers,FL,18
MIA,Miami International Airport,Miami,FL,PBI,Palm Beach International Airport,West Palm Beach,FL,1
HNL,Honolulu International Airport,Honolulu,HI,ITO,Hilo International Airport,Hilo,HI,4794
BOI,Boise Airport (Boise Air Terminal),Boise,ID,SFO,San Francisco International Airport,San Francisco,CA,1397
GSP,Greenville-Spartanburg International Airport,Greer,SC,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,2471
IAH,George Bush Intercontinental Airport,Houston,TX,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,3275
DCA,Ronald Reagan Washington National Airport,Arlington,VA,FLL,Fort Lauderdale-Hollywood International Airport,Ft. Lauderdale,FL,2468
LIT,Bill and Hillary Clinton National Airport (Adams Field),Little Rock,AR,DAL,Dallas Love Field,Dallas,TX,1018
SAF,Santa Fe Municipal Airport,Santa Fe,NM,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,974
AUS,Austin-Bergstrom International Airport,Austin,TX,BWI,Baltimore-Washington International Airport,Baltimore,MD,643
EWR,Newark Liberty International Airport,Newark,NJ,PBI,Palm Beach International Airport,West Palm Beach,FL,2571
RKS,Rock Springs-Sweetwater County Airport,Rock Springs,WY,SLC,Salt Lake City International Airport,Salt Lake City,UT,31
JFK,John F. Kennedy International Airport (New York International Airport),New York,NY,JAX,Jacksonville International Airport,Jacksonville,FL,965
JAX,Jacksonville International Airport,Jacksonville,FL,FLL,Fort Lauderdale-Hollywood International Airport,Ft. Lauderdale,FL,726
DCA,Ronald Reagan Washington National Airport,Arlington,VA,TPA,Tampa International Airport,Tampa,FL,2686
CRW,Yeager Airport,Charleston,WV,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,1314
IAH,George Bush Intercontinental Airport,Houston,TX,GJT,Grand Junction Regional Airport (Walker Field),Grand Junction,CO,260
PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,OMA,Eppley Airfield,Omaha,NE,1258
SBN,South Bend International Airport (South Bend Regional),South Bend,IN,DTW,Detroit Metropolitan Airport,Detroit,MI,1299
IAH,George Bush Intercontinental Airport,Houston,TX,PHL,Philadelphia International Airport,Philadelphia,PA,2178
MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,IAH,George Bush Intercontinental Airport,Houston,TX,1747
FLL,Fort Lauderdale-Hollywood International Airport,Ft. Lauderdale,FL,TTN,Trenton Mercer Airport,Trenton,NJ,231
IAH,George Bush Intercontinental Airport,Houston,TX,CRW,Yeager Airport,Charleston,WV,284
LBB,Lubbock Preston Smith International Airport,Lubbock,TX,DAL,Dallas Love Field,Dallas,TX,1572
PHF,Newport News/Williamsburg International Airport,Newport News,VA,DEN,Denver International Airport,Denver,CO,3
DTW,Detroit Metropolitan Airport,Detroit,MI,ROC,Greater Rochester International Airport,Rochester,NY,304
BNA,Nashville International Airport,Nashville,TN,RSW,Southwest Florida International Airport,Ft. Myers,FL,105
RSW,Southwest Florida International Airport,Ft. Myers,FL,ALB,Albany International Airport,Albany,NY,5
HLN,Helena Regional Airport,Helena,MT,DEN,Denver International Airport,Denver,CO,335
PBI,Palm Beach International Airport,West Palm Beach,FL,ORD,Chicago O'Hare International Airport,Chicago,IL,580
MKE,General Mitchell International Airport,Milwaukee,WI,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1413
SEA,Seattle-Tacoma International Airport,Seattle,WA,JFK,John F. Kennedy International Airport (New York International Airport),New York,NY,2096
IAD,Washington Dulles International Airport,Chantilly,VA,MIA,Miami International Airport,Miami,FL,809
AUS,Austin-Bergstrom International Airport,Austin,TX,DEN,Denver International Airport,Denver,CO,2852
ORD,Chicago O'Hare International Airport,Chicago,IL,SAN,San Diego International Airport (Lindbergh Field),San Diego,CA,2673
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,OKC,Will Rogers World Airport,Oklahoma City,OK,1974
ROC,Greater Rochester International Airport,Rochester,NY,ORD,Chicago O'Hare International Airport,Chicago,IL,1679
IAH,George Bush Intercontinental Airport,Houston,TX,MAF,Midland International Airport,Midland,TX,2064
MDW,Chicago Midway International Airport,Chicago,IL,MCI,Kansas City International Airport,Kansas City,MO,2474
LAX,Los Angeles International Airport,Los Angeles,CA,LIH,Lihue Airport,Lihue,HI,1303
DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,SMF,Sacramento International Airport,Sacramento,CA,1326
DSM,Des Moines International Airport,Des Moines,IA,DEN,Denver International Airport,Denver,CO,1158
LAX,Los Angeles International Airport,Los Angeles,CA,TPA,Tampa International Airport,Tampa,FL,604
DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,GCK,Garden City Regional Airport,Garden City,KS,662
DAL,Dallas Love Field,Dallas,TX,LBB,Lubbock Preston Smith International Airport,Lubbock,TX,1572
JAC,Jackson Hole Airport,Jackson,WY,ORD,Chicago O'Hare International Airport,Chicago,IL,260
MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,RIC,Richmond International Airport,Richmond,VA,328
HOU,William P. Hobby Airport,Houston,TX,PNS,Pensacola International Airport (Pensacola Gulf Coast Regional Airport),Pensacola,FL,334
SFO,San Francisco International Airport,San Francisco,CA,MTJ,Montrose Regional Airport,Montrose,CO,29
ATW,Appleton International Airport,Appleton,WI,DTW,Detroit Metropolitan Airport,Detroit,MI,477
LGA,LaGuardia Airport (Marine Air Terminal),New York,NY,MSN,Dane County Regional Airport,Madison,WI,151
IAD,Washington Dulles International Airport,Chantilly,VA,MSN,Dane County Regional Airport,Madison,WI,1
SJU,Luis Muñoz Marín International Airport,San Juan,PR,BOS,Gen. Edward Lawrence Logan International Airport,Boston,MA,1097
LGA,LaGuardia Airport (Marine Air Terminal),New York,NY,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,8215
MDT,Harrisburg International Airport,Harrisburg,PA,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,956
PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,MDW,Chicago Midway International Airport,Chicago,IL,2256
MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,SEA,Seattle-Tacoma International Airport,Seattle,WA,2549
RDU,Raleigh-Durham International Airport,Raleigh,NC,BOS,Gen. Edward Lawrence Logan International Airport,Boston,MA,1526
PBI,Palm Beach International Airport,West Palm Beach,FL,PHL,Philadelphia International Airport,Philadelphia,PA,1109
BWI,Baltimore-Washington International Airport,Baltimore,MD,RSW,Southwest Florida International Airport,Ft. Myers,FL,1224
ALB,Albany International Airport,Albany,NY,BWI,Baltimore-Washington International Airport,Baltimore,MD,1701
LAX,Los Angeles International Airport,Los Angeles,CA,MDW,Chicago Midway International Airport,Chicago,IL,1864
PSP,Palm Springs International Airport,Palm Springs,CA,LAX,Los Angeles International Airport,Los Angeles,CA,729
DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,ROW,Roswell International Air Center,Roswell,NM,973
HOU,William P. Hobby Airport,Houston,TX,GSP,Greenville-Spartanburg International Airport,Greer,SC,321
OGG,Kahului Airport,Kahului,HI,SEA,Seattle-Tacoma International Airport,Seattle,WA,1241
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,LIT,Bill and Hillary Clinton National Airport (Adams Field),Little Rock,AR,1976
CVG,Cincinnati/Northern Kentucky International Airport,Covington,KY,DEN,Denver International Airport,Denver,CO,882
AVP,Wilkes-Barre/Scranton International Airport,Wilkes-Barre/Scranton,PA,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,329
STT,Cyril E. King Airport,Charlotte Amalie,VI,FLL,Fort Lauderdale-Hollywood International Airport,Ft. Lauderdale,FL,311
STL,St. Louis International Airport at Lambert Field,St Louis,MO,RDU,Raleigh-Durham International Airport,Raleigh,NC,487
MDW,Chicago Midway International Airport,Chicago,IL,ICT,Wichita Dwight D. Eisenhower National Airport (Wichita Mid-Continent Airport),Wichita,KS,613
MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,MEM,Memphis International Airport,Memphis,TN,428
CLE,Cleveland Hopkins International Airport,Cleveland,OH,STL,St. Louis International Airport at Lambert Field,St Louis,MO,483
DCA,Ronald Reagan Washington National Airport,Arlington,VA,LEX,Blue Grass Airport,Lexington,KY,2
PSC,Tri-Cities Airport,Pasco,WA,SEA,Seattle-Tacoma International Airport,Seattle,WA,176
MOT,Minot International Airport,Minot,ND,DEN,Denver International Airport,Denver,CO,1020
SAV,Savannah/Hilton Head International Airport,Savannah,GA,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,727
BUR,Bob Hope Airport (Hollywood Burbank Airport),Burbank,CA,SFO,San Francisco International Airport,San Francisco,CA,1589
IAH,George Bush Intercontinental Airport,Houston,TX,CMH,Port Columbus International Airport,Columbus,OH,945
SGF,Springfield-Branson National Airport,Springfield,MO,ORD,Chicago O'Hare International Airport,Chicago,IL,2034
MSY,Louis Armstrong New Orleans International Airport,New Orleans,LA,LAS,McCarran International Airport,Las Vegas,NV,705
BZN,Bozeman Yellowstone International Airport (Gallatin Field Airport),Bozeman,MT,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,97
PIA,General Wayne A. Downing Peoria International Airport,Peoria,IL,ORD,Chicago O'Hare International Airport,Chicago,IL,2180
ORF,Norfolk International Airport,Norfolk,VA,MDW,Chicago Midway International Airport,Chicago,IL,540
LAS,McCarran International Airport,Las Vegas,NV,AMA,Rick Husband Amarillo International Airport,Amarillo,TX,334
DAL,Dallas Love Field,Dallas,TX,BNA,Nashville International Airport,Nashville,TN,903
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,RIC,Richmond International Airport,Richmond,VA,3572
BIL,Billings Logan International Airport,Billings,MT,DEN,Denver International Airport,Denver,CO,1104
RSW,Southwest Florida International Airport,Ft. Myers,FL,CVG,Cincinnati/Northern Kentucky International Airport,Covington,KY,420
MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,MCI,Kansas City International Airport,Kansas City,MO,1897
BWI,Baltimore-Washington International Airport,Baltimore,MD,RDU,Raleigh-Durham International Airport,Raleigh,NC,1952
EWR,Newark Liberty International Airport,Newark,NJ,MCI,Kansas City International Airport,Kansas City,MO,659
MKE,General Mitchell International Airport,Milwaukee,WI,BOS,Gen. Edward Lawrence Logan International Airport,Boston,MA,610
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,DAY,James M. Cox Dayton International Airport,Dayton,OH,1303
BWI,Baltimore-Washington International Airport,Baltimore,MD,CLE,Cleveland Hopkins International Airport,Cleveland,OH,1190
PHL,Philadelphia International Airport,Philadelphia,PA,LGA,LaGuardia Airport (Marine Air Terminal),New York,NY,226
BUF,Buffalo Niagara International Airport,Buffalo,NY,IAD,Washington Dulles International Airport,Chantilly,VA,36
SJC,Norman Y. Mineta San José International Airport,San Jose,CA,BOS,Gen. Edward Lawrence Logan International Airport,Boston,MA,207
SJC,Norman Y. Mineta San José International Airport,San Jose,CA,JFK,John F. Kennedy International Airport (New York International Airport),New York,NY,296
ABE,Lehigh Valley International Airport,Allentown,PA,ORD,Chicago O'Hare International Airport,Chicago,IL,665
FWA,Fort Wayne International Airport,Fort Wayne,IN,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,1110
DSM,Des Moines International Airport,Des Moines,IA,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,203
DTW,Detroit Metropolitan Airport,Detroit,MI,RST,Rochester International Airport,Rochester,MN,8
CVG,Cincinnati/Northern Kentucky International Airport,Covington,KY,BWI,Baltimore-Washington International Airport,Baltimore,MD,1
DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,ANC,Ted Stevens Anchorage International Airport,Anchorage,AK,119
TPA,Tampa International Airport,Tampa,FL,SLC,Salt Lake City International Airport,Salt Lake City,UT,1
ABE,Lehigh Valley International Airport,Allentown,PA,DTW,Detroit Metropolitan Airport,Detroit,MI,711
FLL,Fort Lauderdale-Hollywood International Airport,Ft. Lauderdale,FL,LAS,McCarran International Airport,Las Vegas,NV,1033
LAX,Los Angeles International Airport,Los Angeles,CA,BNA,Nashville International Airport,Nashville,TN,1642
CLT,Charlotte Douglas International Airport,Charlotte,NC,SFO,San Francisco International Airport,San Francisco,CA,1819
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,JAC,Jackson Hole Airport,Jackson,WY,103
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,IND,Indianapolis International Airport,Indianapolis,IN,3811
SAN,San Diego International Airport (Lindbergh Field),San Diego,CA,HNL,Honolulu International Airport,Honolulu,HI,639
DAL,Dallas Love Field,Dallas,TX,MCI,Kansas City International Airport,Kansas City,MO,2167
ORD,Chicago O'Hare International Airport,Chicago,IL,COU,Columbia Regional Airport,Columbia,MO,648
SLC,Salt Lake City International Airport,Salt Lake City,UT,MFR,Rogue Valley International Airport,Medford,OR,653
BZN,Bozeman Yellowstone International Airport (Gallatin Field Airport),Bozeman,MT,IAH,George Bush Intercontinental Airport,Houston,TX,21
SEA,Seattle-Tacoma International Airport,Seattle,WA,FAI,Fairbanks International Airport,Fairbanks,AK,1316
DTW,Detroit Metropolitan Airport,Detroit,MI,OKC,Will Rogers World Airport,Oklahoma City,OK,327
DTW,Detroit Metropolitan Airport,Detroit,MI,CVG,Cincinnati/Northern Kentucky International Airport,Covington,KY,392
CLT,Charlotte Douglas International Airport,Charlotte,NC,SAT,San Antonio International Airport,San Antonio,TX,358
MDW,Chicago Midway International Airport,Chicago,IL,GEG,Spokane International Airport,Spokane,WA,63
CMH,Port Columbus International Airport,Columbus,OH,BOS,Gen. Edward Lawrence Logan International Airport,Boston,MA,215
GSP,Greenville-Spartanburg International Airport,Greer,SC,RIC,Richmond International Airport,Richmond,VA,1
LAS,McCarran International Airport,Las Vegas,NV,CAK,Akron-Canton Regional Airport,Akron,OH,47
HPN,Westchester County Airport,White Plains,NY,PBI,Palm Beach International Airport,West Palm Beach,FL,1036
SAT,San Antonio International Airport,San Antonio,TX,DTW,Detroit Metropolitan Airport,Detroit,MI,515
DEN,Denver International Airport,Denver,CO,SLC,Salt Lake City International Airport,Salt Lake City,UT,5859
SFO,San Francisco International Airport,San Francisco,CA,SBA,Santa Barbara Municipal Airport (Santa Barbara Airport),Santa Barbara,CA,2098
MLI,Quad City International Airport,Moline,IL,ORD,Chicago O'Hare International Airport,Chicago,IL,1615
AMA,Rick Husband Amarillo International Airport,Amarillo,TX,IAH,George Bush Intercontinental Airport,Houston,TX,899
TPA,Tampa International Airport,Tampa,FL,BUF,Buffalo Niagara International Airport,Buffalo,NY,561
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,BTR,Baton Rouge Metropolitan Airport,Baton Rouge,LA,2512
DEN,Denver International Airport,Denver,CO,PHF,Newport News/Williamsburg International Airport,Newport News,VA,3
ANC,Ted Stevens Anchorage International Airport,Anchorage,AK,HNL,Honolulu International Airport,Honolulu,HI,275
CAK,Akron-Canton Regional Airport,Akron,OH,TPA,Tampa International Airport,Tampa,FL,375
DCA,Ronald Reagan Washington National Airport,Arlington,VA,AUS,Austin-Bergstrom International Airport,Austin,TX,334
FLL,Fort Lauderdale-Hollywood International Airport,Ft. Lauderdale,FL,IAG,Niagara Falls International Airport,Niagara Falls,NY,206
DAY,James M. Cox Dayton International Airport,Dayton,OH,TPA,Tampa International Airport,Tampa,FL,117
PDX,Portland International Airport,Portland,OR,HOU,William P. Hobby Airport,Houston,TX,63
MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,IDA,Idaho Falls Regional Airport,Idaho Falls,ID,19
HPN,Westchester County Airport,White Plains,NY,DCA,Ronald Reagan Washington National Airport,Arlington,VA,3
PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,LGB,Long Beach Airport (Daugherty Field),Long Beach,CA,1
JFK,John F. Kennedy International Airport (New York International Airport),New York,NY,TPA,Tampa International Airport,Tampa,FL,2552
LGB,Long Beach Airport (Daugherty Field),Long Beach,CA,SMF,Sacramento International Airport,Sacramento,CA,661
LIT,Bill and Hillary Clinton National Airport (Adams Field),Little Rock,AR,IAH,George Bush Intercontinental Airport,Houston,TX,1784
JFK,John F. Kennedy International Airport (New York International Airport),New York,NY,HOU,William P. Hobby Airport,Houston,TX,339
RDU,Raleigh-Durham International Airport,Raleigh,NC,IAH,George Bush Intercontinental Airport,Houston,TX,512
BUF,Buffalo Niagara International Airport,Buffalo,NY,MCO,Orlando International Airport,Orlando,FL,1525
MFR,Rogue Valley International Airport,Medford,OR,SLC,Salt Lake City International Airport,Salt Lake City,UT,653
LAN,Capital Region International Airport ( Lansing Capital City),Lansing,MI,DTW,Detroit Metropolitan Airport,Detroit,MI,440
DHN,Dothan Regional Airport,Dothan,AL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,1260
BNA,Nashville International Airport,Nashville,TN,DCA,Ronald Reagan Washington National Airport,Arlington,VA,992
OAK,Oakland International Airport,Oakland,CA,AUS,Austin-Bergstrom International Airport,Austin,TX,336
HRL,Valley International Airport,Harlingen,TX,AUS,Austin-Bergstrom International Airport,Austin,TX,326
DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,BMI,Central Illinois Regional Airport at Bloomington-Normal,Bloomington,IL,652
STT,Cyril E. King Airport,Charlotte Amalie,VI,CLT,Charlotte Douglas International Airport,Charlotte,NC,363
